fixed_config_name,n_splits,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std
LR_raw_uni,3,0.9145183175033921,0.004236769334055891,0.914843787093535,0.004094187854840879
MLP_clean_uni,3,0.9244685662596109,0.00651901189751225,0.9248442559270411,0.006564964324247566
MLP_raw_uni,3,0.9192672998643148,0.0,0.9197731691824487,7.671196554694474e-05
NB_raw_uni,3,0.8923563998190863,0.001566757853974554,0.8933975852039238,0.0016299005237413624
SVM_raw_uni,3,0.9077340569877883,0.004070556309362261,0.908429062594506,0.0037243274464270454
